"Fort Pierce","St. Lucie County","Florida",43601,41590,37516,36830,33802,29721,25256,13502,8040,4803,2115,1333,0,0,0,0,0,0,0,0
"Fort Walton Beach","Okaloosa County","Florida",21558,19507,19973,21471,20829,19994,12147,2463,0,0,0,0,0,0,0,0,0,0,0,0
"Fort White","Columbia County","Florida",563,567,409,268,386,365,425,329,317,272,360,329,600,376,0,0,0,0,0,0
"Freeport","Walton County","Florida",1985,1787,1190,843,669,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frostproof","Polk County","Florida",3083,2992,2975,2808,2995,2814,2664,2329,1704,1406,0,0,0,0,0,0,0,0,0,0
"Fruitland Park","Lake County","Florida",4386,4078,3186,2754,2259,1359,774,551,362,270,0,0,0,0,0,0,0,0,0,0
"Gainesville","Alachua County","Florida",128460,124354,95447,84770,81371,64510,29701,26861,13757,10465,6860,6183,3633,2790,0,0,0,0,0,0
"Glen Ridge","Palm Beach County","Florida",231,219,276,207,235,216,226,126,0,0,0,0,0,0,0,0,0,0,0,0
"Glen St. Mary","Baker County","Florida",435,437,473,480,462,357,329,0,0,0,0,0,0,0,0,0,0,0,0,0
"Golden Beach","Miami-Dade County","Florida",966,919,919,774,612,849,413,156,83,36,0,0,0,0,0,0,0,0,0,0
"Golf","Palm Beach County","Florida",266,252,230,234,110,50,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"Graceville","Jackson County","Florida",2223,2278,2402,2675,2918,2560,2307,1638,1181,1012,840,734,0,0,0,0,0,0,0,0
"Grand Ridge","Jackson County","Florida",873,892,792,536,591,512,415,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grant-Valkaria","Brevard County","Florida",3968,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Green Cove Springs","Clay County","Florida",7109,6908,5378,4497,4154,3857,4233,3291,1752,1719,2093,1319,929,1106,320,0,0,0,0,0
"Greenacres","Palm Beach County","Florida",39157,37573,27569,18683,8780,1731,1026,531,304,329,0,0,0,0,0,0,0,0,0,0
"Greensboro","Gadsden County","Florida",611,602,619,586,562,716,709,565,443,350,302,175,0,0,0,0,0,0,0,0
"Greenville","Madison County","Florida",805,843,837,950,1096,1141,1318,1163,1114,904,668,751,0,0,0,0,0,0,0,0
"Greenwood","Jackson County","Florida",659,686,735,474,577,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gretna","Gadsden County","Florida",1398,1460,1709,1981,1557,883,647,385,0,0,0,0,0,0,0,0,0,0,0,0
"Groveland","Lake County","Florida",10460,8729,2360,2300,1992,1928,1747,1028,411,470,0,0,0,0,0,0,0,0,0,0
"Gulf Breeze","Santa Rosa County","Florida",6195,5763,5665,5530,5478,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gulf Stream","Palm Beach County","Florida",827,786,716,690,475,408,176,163,93,0,0,0,0,0,0,0,0,0,0,0
"Gulfport","Pinellas County","Florida",12198,12029,12527,11727,11180,9976,9730,3702,1581,851,0,0,0,0,0,0,0,0,0,0
"Haines City","Polk County","Florida",22072,20535,13174,11683,10799,8956,9135,5630,3890,3037,651,0,0,0,0,0,0,0,0,0
"Hallandale Beach","Broward County","Florida",39051,37113,34282,30996,36517,23849,10483,3886,1827,1012,0,0,0,0,0,0,0,0,0,0
"Hampton","Bradford County","Florida",485,500,431,296,466,386,340,386,478,311,286,265,198,0,0,0,0,0,0,0
"Hastings","St. Johns County","Florida",620,580,521,595,636,628,617,577,1035,673,761,399,0,0,0,0,0,0,0,0
"Havana","Gadsden County","Florida",1698,1754,1713,1654,2782,2022,2090,1634,1221,1169,448,432,0,0,0,0,0,0,0,0
"Haverhill","Palm Beach County","Florida",1993,1873,1454,1058,1249,1034,442,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hawthorne","Alachua County","Florida",1471,1417,1415,1305,1303,1126,1167,1058,741,600,543,324,296,0,0,0,0,0,0,0
"Hialeah","Miami-Dade County","Florida",235563,224669,226419,188004,145254,102452,66972,19676,3958,2600,0,0,0,0,0,0,0,0,0,0
"Hialeah Gardens","Miami-Dade County","Florida",23555,21744,19297,7713,2700,492,172,121,0,0,0,0,0,0,0,0,0,0,0,0
"High Springs","Alachua County","Florida",5672,5350,3863,3144,2491,2787,2329,2088,2010,1864,1719,1468,1562,0,0,0,0,0,0,0
"Highland Beach","Palm Beach County","Florida",3687,3539,3775,3209,2030,624,65,52,0,0,0,0,0,0,0,0,0,0,0,0
"Highland Park","Polk County","Florida",243,230,244,155,184,88,94,52,75,0,0,0,0,0,0,0,0,0,0,0
"Hillcrest Heights","Polk County","Florida",269,254,266,221,177,154,138,91,96,71,0,0,0,0,0,0,0,0,0,0
"Hilliard","Nassau County","Florida",3123,3086,2702,1751,1869,1205,1075,607,0,0,0,0,0,0,0,0,0,0,0,0
"Hillsboro Beach","Broward County","Florida",1981,1875,2163,1748,1554,1181,437,84,0,0,0,0,0,0,0,0,0,0,0,0
"Holly Hill","Volusia County","Florida",11765,11659,12119,11141,9953,8191,4182,3232,1665,1146,332,207,0,0,0,0,0,0,0,0
"Hollywood","Broward County","Florida",148047,140768,139357,121697,121323,106873,35237,14351,6239,2869,0,0,0,0,0,0,0,0,0,0
"Holmes Beach","Manatee County","Florida",4098,3836,4966,4810,4018,2699,1143,137,0,0,0,0,0,0,0,0,0,0,0,0
"Homestead","Miami-Dade County","Florida",65524,60512,31909,26866,20668,13674,9152,4573,3154,2319,1307,0,0,0,0,0,0,0,0,0
"Horseshoe Beach","Dixie County","Florida",167,169,206,252,304,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Howey-in-the-Hills","Lake County","Florida",1145,1098,956,724,626,466,402,188,203,338,0,0,0,0,0,0,0,0,0,0
"Hypoluxo","Palm Beach County","Florida",2689,2588,2015,830,573,336,114,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indialantic","Brevard County","Florida",2785,2720,2944,2844,2883,2685,1653,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indian Creek","Miami-Dade County","Florida",90,86,33,44,103,82,60,44,0,0,0,0,0,0,0,0,0,0,0,0
