"Louisville","Boulder County","Colorado",20112,18376,18937,12361,5593,2409,2073,1978,2023,1681,1799,1706,966,596,450,0,0
"Loveland","Larimer County","Colorado",72651,66859,50608,37352,30215,16220,9734,6773,6145,5506,5065,3651,1091,698,236,0,0
"Lyons","Boulder County","Colorado",2108,2033,1585,1227,1137,958,706,689,654,567,570,632,547,574,0,0,0
"Manassa","Conejos County","Colorado",978,991,1042,988,945,814,831,832,1008,953,906,788,739,642,250,0,0
"Mancos","Montezuma County","Colorado",1377,1336,1119,842,870,709,832,785,748,646,682,567,383,0,0,0,0
"Manitou Springs","El Paso County","Colorado",5314,4992,4980,4535,4475,4278,3626,2580,1462,1205,1129,1357,1303,1439,422,0,0
"Manzanola","Otero County","Colorado",425,434,525,437,459,451,562,543,531,578,562,428,0,0,0,0,0
"Marble","Gunnison County","Colorado",131,131,105,64,30,13,5,8,240,217,81,782,101,0,0,0,0
"Mead","Weld County","Colorado",4104,3405,2017,456,356,195,192,186,191,152,145,114,0,0,0,0,0
"Meeker","Rio Blanco County","Colorado",2429,2475,2242,2098,2356,1597,1655,1658,1399,1069,935,807,507,260,0,0,0
"Merino","Logan County","Colorado",282,284,246,238,255,260,268,209,259,230,263,0,0,0,0,0,0
"Milliken","Weld County","Colorado",6091,5610,2888,1605,1506,702,630,510,531,483,372,0,0,0,0,0,0
"Minturn","Eagle County","Colorado",1035,1027,1068,1066,1060,706,662,509,596,400,298,241,0,0,0,0,0
"Moffat","Saguache County","Colorado",116,116,114,99,105,98,104,109,149,0,0,0,0,0,0,0,0
"Monte Vista","Rio Grande County","Colorado",4311,4444,4529,4324,3902,3909,3385,3272,3208,2610,2484,2544,556,780,0,0,0
"Montezuma","Summit County","Colorado",67,65,42,60,0,0,17,48,59,38,69,134,40,0,0,0,0
"Montrose","Montrose County","Colorado",19045,19132,12344,8854,8722,6496,5044,4964,4764,3566,3581,3254,1217,1330,0,0,0
"Monument","El Paso County","Colorado",6391,5530,1971,1020,690,393,204,126,175,192,192,149,156,177,125,0,0
"Morrison","Jefferson County","Colorado",431,428,430,465,478,439,426,306,216,177,195,251,0,254,186,0,0
"Mount Crested Butte","Gunnison County","Colorado",809,801,707,264,272,0,0,0,0,0,0,0,0,0,0,0,0
"Mountain View","Jefferson County","Colorado",522,507,569,550,584,706,826,878,711,664,372,390,0,0,0,0,0
"Mountain Village","San Miguel County","Colorado",1387,1320,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naturita","Montrose County","Colorado",530,546,635,434,819,820,979,0,0,0,0,0,0,0,0,0,0
"Nederland","Boulder County","Colorado",1504,1445,1394,1099,1212,492,272,266,384,285,291,446,0,0,279,0,0
"New Castle","Garfield County","Colorado",4608,4518,1984,679,563,499,447,483,484,470,447,493,431,311,0,0,0
"Northglenn","Adams/Weld County","Colorado",38596,35789,31575,27195,29847,27785,0,0,0,0,0,0,0,0,0,0,0
"Norwood","San Miguel County","Colorado",554,518,438,429,478,408,443,294,412,299,365,212,0,0,0,0,0
"Nucla","Montrose County","Colorado",704,711,734,656,1027,949,906,457,361,221,217,0,0,0,0,0,0
"Nunn","Weld County","Colorado",440,416,471,324,295,269,228,182,190,196,149,143,0,0,0,0,0
"Oak Creek","Routt County","Colorado",892,884,849,673,929,492,666,1488,1769,1211,967,222,0,0,0,0,0
"Olathe","Montrose County","Colorado",1804,1849,1573,1263,1262,756,773,810,705,593,491,458,0,0,0,0,0
"Olney Springs","Crowley County","Colorado",334,345,389,340,253,264,263,279,260,228,240,0,0,0,0,0,0
"Ophir","San Miguel County","Colorado",167,159,113,69,38,6,0,2,2,0,0,124,127,113,130,0,0
"Orchard","Delta County","Colorado",3025,3119,2880,2218,1914,1163,1021,956,865,0,531,0,0,0,0,0,0
"Ordway","Crowley County","Colorado",1059,1080,1248,1025,1135,1017,1254,1290,1150,1139,1186,705,138,0,0,0,0
"Otis","Washington County","Colorado",468,475,534,451,534,521,568,532,498,529,467,0,0,0,0,0,0
"Ouray","Ouray County","Colorado",1021,1000,813,644,684,741,785,1089,951,707,1165,1644,2196,2534,864,0,0
"Ovid","Sedgwick County","Colorado",308,318,330,349,439,463,571,664,687,649,0,0,0,0,0,0,0
"Pagosa Springs","Archuleta County","Colorado",1743,1727,1591,1207,1331,1360,1374,1379,1591,804,1032,669,367,0,223,0,0
"Palisade","Mesa County","Colorado",2645,2692,2579,1871,1551,874,860,861,855,851,855,900,0,0,0,0,0
"Palmer Lake","El Paso County","Colorado",2579,2420,2179,1480,1130,947,542,263,269,244,160,163,166,0,0,0,0
"Paoli","Phillips County","Colorado",33,34,42,29,81,52,81,91,85,0,0,0,0,0,0,0,0
"Paonia","Delta County","Colorado",1413,1451,1497,1403,1425,1161,1083,1257,1117,958,925,1007,0,0,0,0,0
"Parachute","Garfield County","Colorado",1098,1085,1006,658,338,270,245,296,230,209,228,268,0,0,0,0,0
"Parker","Douglas County","Colorado",49857,45297,23558,5450,0,0,0,0,0,0,0,0,0,0,0,0,0
