"Peck","Nez Perce County","Idaho",201,197,186,160,209,238,186,170,165,164,191,236,0,0,0,0
"Pierce","Clearwater County","Idaho",490,508,617,746,1060,1218,522,544,381,0,0,0,0,0,0,0
"Pinehurst","Shoshone County","Idaho",1575,1619,1661,1722,2183,1934,1432,0,0,0,0,0,0,0,0,0
"Placerville","Boise County","Idaho",52,53,60,14,20,14,12,17,146,116,0,187,230,0,426,0
"Plummer","Benewah County","Idaho",1026,1044,990,804,634,443,344,395,399,346,450,0,0,0,0,0
"Pocatello","Bannock County","Idaho",54292,54255,51466,46080,46340,40036,26534,26131,18133,16471,15001,9110,4046,0,0,0
"Ponderay","Bonner County","Idaho",1136,1137,638,449,399,275,231,248,0,0,0,0,0,0,0,0
"Post Falls","Kootenai County","Idaho",29896,27574,17247,7349,5736,2371,1983,1069,843,509,576,658,287,0,0,0
"Potlatch","Latah County","Idaho",806,804,791,790,819,871,880,0,0,0,0,0,0,0,0,0
"Preston","Franklin County","Idaho",5217,5204,4682,3710,3759,3310,3640,4045,4236,3381,3235,2110,0,0,49,0
"Priest River","Bonner County","Idaho",1751,1751,1754,1560,1639,1493,1749,1592,1056,949,545,248,0,0,0,0
"Rathdrum","Kootenai County","Idaho",7283,6826,4816,2000,1369,741,710,610,511,496,509,725,407,218,0,0
"Reubens","Lewis County","Idaho",72,71,72,46,87,81,113,116,119,191,176,0,0,0,0,0
"Rexburg","Madison County","Idaho",27094,25484,17257,14302,11559,8272,4767,4253,3437,3048,3569,1893,1081,0,0,0
"Richfield","Lincoln County","Idaho",489,482,412,383,357,290,329,429,390,193,333,158,0,0,0,0
"Rigby","Jefferson County","Idaho",4037,3945,2998,2681,2624,2324,2281,1826,1978,1531,1629,555,0,0,0,0
"Riggins","Idaho County","Idaho",416,419,410,443,527,533,588,287,0,0,0,0,0,0,0,0
"Ririe","Bonneville/Jefferson County","Idaho",636,656,545,596,555,575,560,527,493,422,396,0,0,0,0,0
"Roberts","Jefferson County","Idaho",576,580,647,557,466,393,422,341,319,297,313,192,0,0,0,0
"Rockland","Power County","Idaho",288,295,316,264,283,209,256,277,277,374,344,0,0,0,0,0
"Rupert","Minidoka County","Idaho",5673,5554,5645,5455,5476,4563,4153,3098,3167,2250,2372,297,0,0,0,0
"Salmon","Lemhi County","Idaho",3033,3112,3122,2941,3308,2910,2944,2648,2439,1371,1311,1434,398,0,292,186
"Sandpoint","Bonner County","Idaho",7760,7365,6835,5203,4460,4144,4355,4265,4356,3290,2876,2993,0,0,0,0
"Shelley","Bingham County","Idaho",4382,4409,3813,3536,3300,2614,2612,1856,1751,1447,1223,537,0,0,0,0
"Shoshone","Lincoln County","Idaho",1493,1461,1398,1249,1242,1233,1416,1420,1366,1211,1165,1155,0,0,0,0
"Smelterville","Shoshone County","Idaho",603,627,651,464,776,967,1127,76,0,0,0,0,0,0,0,0
"Soda Springs","Caribou County","Idaho",2980,3058,3381,3111,4051,2977,2424,1329,1087,831,935,501,428,0,0,0
"Spencer","Clark County","Idaho",33,37,38,11,29,45,100,70,0,0,0,0,0,0,0,0
"Spirit Lake","Kootenai County","Idaho",2040,1945,1376,790,834,622,693,823,1006,1241,940,907,0,0,0,0
"St. Anthony","Fremont County","Idaho",3454,3542,3342,3010,3212,2877,2700,2695,2719,2778,2957,1238,411,0,0,0
"St. Charles","Bear Lake County","Idaho",135,131,156,189,211,200,300,363,429,0,0,0,0,0,0,0
"St. Maries","Benewah County","Idaho",2347,2402,2652,2442,2794,2571,2435,2220,2234,1996,1962,869,0,0,0,0
"Stanley","Custer County","Idaho",68,63,100,71,99,47,35,33,0,0,0,0,0,0,0,0
"Star","Ada County","Idaho",7295,5793,1795,0,0,0,0,0,0,0,0,0,0,0,0,0
"State Line","Kootenai County","Idaho",44,38,28,26,26,22,33,52,0,0,0,0,0,0,0,0
"Stites","Idaho County","Idaho",221,221,226,204,253,263,299,227,258,278,317,300,0,0,0,0
"Sugar City","Madison County","Idaho",1367,1514,1242,1275,1022,617,584,684,697,621,680,391,0,0,0,0
"Sun Valley","Blaine County","Idaho",1412,1406,1427,938,545,180,317,428,0,0,0,0,0,0,0,0
"Swan Valley","Bonneville County","Idaho",215,204,213,141,135,235,217,203,0,0,0,0,0,0,0,0
"Tensed","Benewah County","Idaho",121,123,126,90,113,151,184,189,0,0,0,0,0,0,0,0
"Teton","Fremont County","Idaho",712,735,569,570,559,390,399,463,514,481,537,0,0,0,0,0
"Tetonia","Teton County","Idaho",272,269,247,132,191,176,194,232,0,0,0,0,0,0,0,0
"Troy","Latah County","Idaho",881,862,798,699,820,541,555,531,580,619,591,543,283,0,0,0
"Twin Falls","Twin Falls County","Idaho",46528,44125,34469,27591,26209,21914,20126,17600,11851,8787,8324,5258,0,0,0,0
"Ucon","Bonneville County","Idaho",1128,1108,943,895,833,664,532,356,449,349,364,0,0,0,0,0
"Victor","Teton County","Idaho",1945,1928,840,292,323,241,240,431,294,250,277,0,0,0,0,0
"Wallace","Shoshone County","Idaho",760,784,960,1010,1736,2206,2412,3140,3839,3634,2816,3000,2265,878,0,0
"Wardner","Shoshone County","Idaho",185,188,215,246,423,492,577,772,861,903,704,1369,0,0,0,0
"Warm River","Fremont County","Idaho",3,3,10,9,2,10,20,0,0,0,0,0,0,0,0,0
"Weippe","Clearwater County","Idaho",411,441,416,532,828,713,0,0,0,0,0,0,0,0,0,0
"Weiser","Washington County","Idaho",5356,5507,5343,4571,4771,4108,4208,3961,3663,2724,3154,2600,1364,901,0,0
"Wendell","Gooding County","Idaho",2707,2782,2338,1963,1974,1122,1232,1483,1001,725,664,482,0,0,0,0
"Weston","Franklin County","Idaho",448,437,425,390,310,230,284,382,439,429,452,308,0,0,0,0
"White Bird","Idaho County","Idaho",93,91,106,108,154,185,253,0,0,0,0,0,0,0,0,0
"Wilder","Canyon County","Idaho",1597,1533,1462,1232,1260,564,603,555,507,381,349,0,0,0,0,0
"Winchester","Lewis County","Idaho",343,340,308,262,343,274,427,488,634,665,745,0,0,0,0,0
"Worley","Kootenai County","Idaho",254,257,223,182,206,235,241,233,241,199,0,0,0,0,0,0
