"Vian","Sequoyah County","Oklahoma",1409,1466,1362,1414,1521,1131,930,927,941,900,1176,794,296,0
"Vici","Dewey County","Oklahoma",715,699,668,751,845,694,601,620,617,593,425,0,0,0
"Vinita","Craig County","Oklahoma",5554,5743,6472,5804,6740,5847,6027,5518,5685,4263,5010,4082,2339,0
"Wagoner","Wagoner County","Oklahoma",8612,8323,7669,6894,6191,4959,4469,4395,3535,2994,3436,4018,2372,0
"Wainwright","Muskogee County","Oklahoma",162,165,197,223,182,135,114,138,162,162,254,213,0,0
"Wakita","Grant County","Oklahoma",343,344,420,453,526,545,452,440,444,317,338,405,0,0
"Walters","Cotton County","Oklahoma",2569,2551,2657,2519,2778,2611,2825,2743,2238,2262,3032,1377,0,0
"Wanette","Pottawatomie County","Oklahoma",356,350,402,346,473,303,381,594,665,758,783,677,0,0
"Wann","Nowata County","Oklahoma",125,125,132,126,156,135,157,99,147,168,404,286,0,0
"Wapanucka","Johnston County","Oklahoma",443,438,445,402,472,425,459,592,730,553,1038,948,0,0
"Warner","Muskogee County","Oklahoma",1619,1641,1430,1479,1310,1217,881,382,391,316,318,0,0,0
"Warr Acres","Oklahoma County","Oklahoma",10408,10043,9735,9288,9940,9887,7135,2378,0,0,0,0,0,0
"Warwick","Lincoln County","Oklahoma",150,148,235,160,167,146,0,0,0,0,0,0,0,0
"Washington","McClain County","Oklahoma",632,618,520,279,477,322,278,292,359,400,336,0,0,0
"Watonga","Blaine County","Oklahoma",3040,5111,4658,3408,4139,3696,3252,3249,2828,1038,581,842,0,0
"Watts","Adair County","Oklahoma",314,324,316,303,316,326,268,267,307,353,396,0,0,0
"Waukomis","Garfield County","Oklahoma",1355,1286,1261,1322,1551,842,516,537,397,445,463,533,688,0
"Waurika","Jefferson County","Oklahoma",1993,2064,1988,2088,2369,1833,1933,2327,2458,2368,3204,2928,0,0
"Wayne","McClain County","Oklahoma",704,688,714,519,621,618,517,501,401,427,429,332,0,0
"Waynoka","Woods County","Oklahoma",966,927,993,947,1377,1444,1794,2018,1584,1840,1500,1160,0,0
"Weatherford","Custer County","Oklahoma",11989,10833,9859,10124,9640,7959,4499,3529,2504,2417,1920,2118,1017,0
"Webb City","Osage County","Oklahoma",62,62,95,99,157,186,233,284,352,493,0,0,0,0
"Webbers Falls","Muskogee County","Oklahoma",605,616,726,722,461,485,441,489,486,415,480,380,211,0
"Welch","Craig County","Oklahoma",601,619,597,499,697,651,557,483,498,448,696,684,334,0
"Weleetka","Okfuskee County","Oklahoma",988,998,1014,1112,1195,1199,1231,1548,1904,2042,1588,1229,0,0
"Wellston","Lincoln County","Oklahoma",787,788,825,912,802,789,630,643,607,632,650,590,383,0
"Westport","Pawnee County","Oklahoma",300,298,264,326,265,146,0,0,0,0,0,0,0,0
"West Siloam Springs","Delaware County","Oklahoma",843,846,877,539,431,210,0,0,0,0,0,0,0,0
"Westville","Adair County","Oklahoma",1584,1639,1596,1374,1049,934,727,781,716,691,956,802,296,0
"Wetumka","Hughes County","Oklahoma",1251,1282,1451,1427,1725,1687,1798,2025,2340,2153,1422,1190,0,0
"Wewoka","Seminole County","Oklahoma",3434,3430,3562,4050,5472,5284,5954,6747,10315,10401,1520,1022,0,0
"Whitefield","Haskell County","Oklahoma",394,391,231,253,240,0,0,0,0,0,0,0,0,0
"Wilburton","Latimer County","Oklahoma",2734,2843,2972,3092,2996,2504,1772,1939,1925,1524,2226,2277,0,0
"Willow","Greer County","Oklahoma",147,149,114,142,162,188,187,223,248,347,286,0,0,0
"Wilson","Carter County","Oklahoma",1738,1724,1584,1639,1585,1569,1647,1832,1700,2517,2286,0,0,0
"Winchester","Okmulgee County","Oklahoma",505,516,424,301,150,0,0,0,0,0,0,0,0,0
"Wister","Le Flore County","Oklahoma",1076,1102,1002,956,982,927,592,729,763,761,586,498,313,0
"Woodlawn Park","Oklahoma County","Oklahoma",158,153,161,170,167,220,129,0,0,0,0,0,0,0
"Woodward","Woodward County","Oklahoma",12963,12051,11853,12340,13781,9563,7747,5915,5406,5056,3849,2696,0,0
"Wright City","McCurtain County","Oklahoma",748,762,848,836,1168,1068,1161,1121,0,0,0,0,0,0
"Wyandotte","Ottawa County","Oklahoma",334,333,363,366,336,297,226,242,348,271,274,255,224,0
"Wynnewood","Garvin County","Oklahoma",2213,2212,2367,2451,2615,2374,2509,2423,2318,1820,2200,2002,1907,0
"Wynona","Osage County","Oklahoma",435,437,531,531,780,547,652,678,810,1171,2749,0,0,0
"Yale","Payne County","Oklahoma",1224,1227,1342,1392,1652,1239,1369,1359,1407,1734,2601,685,0,0
"Yeager","Hughes County","Oklahoma",73,75,67,40,138,107,129,180,284,300,286,231,0,0
"Yukon","Canadian County","Oklahoma",25349,22709,21043,20935,17112,8411,3076,1990,1660,1455,1016,1018,0,0
