"Berea","Cuyahoga County","Ohio",18986,19093,18970,19051,19567,22465,16592,12051,6025,5697,2959,2609,2510,2533,1682,1628,0,0,0,0,0,0,0
"Bergholz","Jefferson County","Ohio",641,664,769,713,914,914,955,1035,1122,918,1215,1011,0,0,0,0,0,0,0,0,0,0,0
"Berkey","Lucas County","Ohio",236,237,265,264,306,294,257,239,248,261,201,0,0,0,0,0,0,0,0,0,0,0,0
"Berlin Heights","Erie County","Ohio",695,714,685,691,756,828,721,613,552,569,514,554,625,517,424,0,0,0,0,0,0,0,0
"Bethel","Clermont County","Ohio",2766,2711,2637,2407,2231,2214,2019,1932,1604,1312,1340,1201,850,625,582,634,0,0,0,0,0,0,0
"Bethesda","Belmont County","Ohio",1251,1256,1413,1161,1429,1157,1178,1158,1127,1159,1182,0,0,0,0,0,0,0,0,0,0,0,0
"Bettsville","Seneca County","Ohio",643,661,784,752,752,833,776,687,692,656,451,486,492,513,515,0,0,0,0,0,0,0,0
"Beverly","Washington County","Ohio",1297,1313,1282,1444,1471,1396,1194,723,671,600,566,720,712,795,834,814,752,0,0,0,0,0,0
"Bexley","Franklin County","Ohio",13517,13057,13203,13088,13405,14888,14319,12378,8705,7396,1342,682,0,0,0,0,0,0,0,0,0,0,0
"Blakeslee","Williams County","Ohio",96,96,130,128,136,163,156,142,164,146,121,169,239,0,0,0,0,0,0,0,0,0,0
"Blanchester","Clinton County","Ohio",4241,4243,4220,4206,3202,3080,2944,2109,1785,1597,1671,1813,1788,1196,776,513,553,0,0,0,0,0,0
"Bloomdale","Wood County","Ohio",687,678,724,632,744,727,669,592,575,578,509,602,740,419,130,0,0,0,0,0,0,0,0
"Bloomingburg","Fayette County","Ohio",924,938,874,769,869,895,719,623,567,543,552,610,636,638,526,312,0,0,0,0,0,0,0
"Bloomingdale","Jefferson County","Ohio",197,202,221,227,254,289,284,324,339,265,191,185,189,173,175,146,0,184,0,0,0,0,0
"Bloomville","Seneca County","Ohio",934,956,1045,949,1019,884,836,759,750,700,645,754,819,758,689,0,0,0,0,0,0,0,0
"Blue Ash","Hamilton County","Ohio",12149,12114,12513,11860,9510,8324,8341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bluffton","Allen County","Ohio",4202,4125,3896,3367,3310,2935,2591,2423,2077,2035,1950,1953,1783,1290,1290,489,0,0,0,0,0,0,0
"Bolivar","Tuscarawas County","Ohio",992,994,894,914,989,1084,932,776,596,506,519,567,0,675,564,413,372,302,309,0,0,0,0
"Boston Heights","Summit County","Ohio",1293,1300,1186,733,781,846,831,646,369,309,0,0,0,0,130,0,0,0,0,0,0,0,0
"Botkins","Shelby County","Ohio",1155,1155,1205,1340,1372,1057,854,608,502,488,557,579,420,0,314,0,0,0,0,0,0,0,0
"Bowerston","Harrison County","Ohio",394,398,414,343,487,479,463,522,447,440,500,514,526,0,320,0,0,0,0,0,0,0,0
"Bowersville","Greene County","Ohio",312,312,290,225,329,358,327,362,316,310,312,297,370,0,84,193,0,0,0,0,0,0,0
"Bowling Green","Wood County","Ohio",31591,30028,29636,28176,25728,21760,13574,12005,7190,6688,5788,5222,5067,3467,1539,906,0,0,0,0,0,0,0
"Bradford","Miami/Darke County","Ohio",1847,1842,1859,2005,2166,2163,2148,2055,1775,1732,2356,1844,1254,1338,1373,409,0,0,0,0,0,0,0
"Bradner","Wood County","Ohio",1011,985,1171,1093,1175,1140,994,924,890,836,786,890,1148,441,281,0,0,0,0,0,0,0,0
"Brady Lake","Portage County","Ohio",464,464,513,490,470,450,544,444,166,78,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bratenahl","Cuyahoga County","Ohio",1175,1197,1337,1356,1485,1613,1332,1240,1350,1308,1000,690,0,0,0,0,0,0,0,0,0,0,0
"Brecksville","Cuyahoga County","Ohio",13469,13656,13382,11818,10132,9137,5435,2664,1900,1308,0,0,0,0,116,0,0,0,0,0,0,0,0
"Bremen","Fairfield County","Ohio",1436,1425,1265,1386,1432,1413,1417,1187,1176,1232,1134,925,466,244,248,0,0,0,0,0,0,0,0
"Brewster","Stark County","Ohio",2170,2112,2324,2307,2321,2020,2025,1618,1534,1464,928,0,0,0,0,0,0,0,0,0,0,0,0
"Brice","Franklin County","Ohio",120,114,70,109,93,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bridgeport","Belmont County","Ohio",1803,1831,2186,2318,2642,3001,3824,4309,4853,4655,3977,3974,3963,3369,2395,1178,641,0,329,169,0,0,0
"Broadview Heights","Cuyahoga County","Ohio",19254,19400,15967,12219,10920,11463,6209,2279,1141,689,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brook Park","Cuyahoga County","Ohio",18886,19212,21218,22865,26195,30774,12856,2606,1122,837,861,0,0,0,0,0,0,0,0,0,0,0,0
