"East Ellijay","Gilmer","Georgia",549,546,707,303,469,488,501,549,460,298,285,291,0,0,0,0,0,0,0,0,0,0,0
"East Point","Fulton","Georgia",35488,33712,39595,34402,37486,39315,35633,21080,12403,9512,5241,3682,1315,738,195,0,0,0,0,0,0,0,0
"Eastman","Dodge","Georgia",5331,4962,5440,5153,5330,5416,5118,3597,3311,3022,2707,2355,1235,1082,0,0,0,0,0,0,0,0,0
"Eatonton","Putnam","Georgia",6466,6480,6764,4737,4833,4125,3612,2749,2399,1876,2519,2036,1823,1682,1371,1240,2009,0,516,0,0,0,0
"Edge Hill","Glascock","Georgia",24,24,30,22,53,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edison","Calhoun","Georgia",1477,1531,1340,1182,1128,1210,1232,1247,1241,1321,885,841,0,0,0,0,0,0,0,0,0,0,0
"Elberton","Elbert","Georgia",4484,4653,4743,5682,5686,6438,7107,6772,6188,4650,6475,6483,3834,1572,927,0,0,0,210,0,0,122,0
"Ellaville","Schley","Georgia",1880,1812,1609,1724,1684,1391,905,886,928,764,693,672,474,0,182,0,0,0,0,0,0,0,0
"Ellenton","Colquitt","Georgia",280,281,336,227,277,337,385,429,427,297,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ellijay","Gilmer","Georgia",1647,1619,1584,1178,1507,1326,1320,1527,1497,657,632,659,581,437,200,0,0,0,0,0,0,0,0
"Emerson","Bartow","Georgia",1506,1470,1092,1201,1110,813,666,508,453,424,393,316,111,0,0,0,0,0,0,0,0,0,0
"Enigma","Berrien","Georgia",1277,1278,869,611,574,505,525,499,529,360,340,338,0,0,0,0,0,0,0,0,0,0,0
"Ephesus","Heard","Georgia",422,427,388,324,184,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eton","Murray","Georgia",905,910,319,315,301,286,275,297,239,259,313,307,0,0,0,0,0,0,0,0,0,0,0
"Euharlee","Bartow","Georgia",4211,4136,3208,850,477,0,0,0,0,0,0,0,0,144,24,0,0,0,0,0,0,0,0
"Fairburn","Campbell (Fulton)","Georgia",13696,12950,5464,4013,3466,3143,2470,1889,1502,1372,1600,1395,761,695,563,305,298,0,0,0,0,0,0
"Fairmount","Gordon","Georgia",733,720,745,657,842,623,619,573,474,504,497,326,191,0,92,0,0,0,0,0,0,0,0
"Fargo","Clinch","Georgia",324,321,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fayetteville","Fayette","Georgia",16725,15945,11148,5827,2715,2160,1389,1032,832,796,952,709,430,380,138,0,0,0,0,0,0,0,0
"Fitzgerald","Ben Hill","Georgia",9039,9053,8758,8612,10187,8187,8781,8130,7388,6412,6870,5795,1817,0,0,0,0,0,0,0,0,0,0
"Flemington","Liberty","Georgia",752,743,369,279,440,265,149,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
