"Missoula","Missoula County","Montana",69821,66788,57053,42918,33351,29497,27090,22485,18449,14657,12668,12869,4366,3426,0,0
"Moore","Fergus County","Montana",193,193,186,211,229,219,216,224,241,288,355,575,0,0,0,0
"Nashua","Valley County","Montana",296,290,325,375,495,513,796,691,943,351,272,0,0,0,0,0
"Neihart","Cascade County","Montana",51,51,91,53,91,109,150,289,466,169,749,268,833,0,0,0
"Opheim","Valley County","Montana",89,85,111,145,210,306,457,383,344,424,0,0,0,0,0,0
"Outlook","Sheridan County","Montana",53,47,82,109,122,153,226,235,208,302,295,0,0,0,0,0
"Philipsburg","Granite County","Montana",869,820,914,925,1138,1128,1107,1048,1304,1300,1724,1109,995,1058,299,0
"Pinesdale","Ravalli County","Montana",933,917,742,670,0,0,0,0,0,0,0,0,0,0,0,0
"Plains","Sanders County","Montana",1068,1048,1126,992,1116,1046,769,714,624,522,452,481,0,0,0,0
"Plentywood","Sheridan County","Montana",1918,1734,2061,2136,2476,2381,2121,1862,1574,1226,888,0,0,0,0,0
"Plevna","Fallon County","Montana",181,162,138,140,191,189,263,247,291,258,241,0,0,0,0,0
"Polson","Lake County","Montana",4607,4488,4041,3283,2798,2464,2314,2280,2156,1455,1132,0,0,0,0,0
"Poplar","Roosevelt County","Montana",876,810,911,881,995,1389,1565,1169,1442,1046,1152,0,0,0,0,0
"Red Lodge","Carbon County","Montana",2215,2125,2177,1958,1896,1844,2278,2730,2950,3026,4515,4860,2152,624,0,0
"Rexford","Lincoln County","Montana",147,105,151,132,130,243,0,0,0,0,0,0,0,0,0,0
"Richey","Dawson County","Montana",189,177,189,259,417,389,480,595,0,362,0,0,0,0,0,0
"Ronan","Lake County","Montana",1930,1871,1812,1547,1530,1347,1334,1251,1032,537,600,0,0,0,0,0
"Roundup","Musselshell County","Montana",1839,1788,1931,1808,2119,2116,2842,2856,2644,2577,2434,1513,0,0,0,0
"Ryegate","Golden Valley County","Montana",243,245,268,260,273,261,314,339,348,292,405,0,0,0,0,0
"Saco","Phillips County","Montana",199,197,224,261,252,356,490,539,452,506,425,0,0,0,0,0
"St. Ignatius","Lake County","Montana",852,842,788,778,877,925,940,781,768,0,0,0,0,0,0,0
"Scobey","Daniels County","Montana",1052,1017,1082,1154,1382,1486,1726,1628,1311,1259,1170,0,0,0,0,0
"Shelby","Toole County","Montana",3301,3376,3216,2763,3142,3111,4017,3058,2538,2004,537,0,0,0,0,0
"Sheridan","Madison County","Montana",659,642,659,652,646,636,539,572,597,521,538,399,581,207,156,0
"Sidney","Richland County","Montana",6473,5191,4774,5217,5726,4543,4564,3987,2978,2010,1400,345,0,0,0,0
"Stanford","Judith Basin County","Montana",387,401,454,529,595,505,615,542,529,509,300,0,0,0,0,0
"Stevensville","Ravalli County","Montana",1907,1809,1553,1221,1207,829,784,772,703,692,744,796,346,0,47,0
