"Reliance","Lyman County","South Dakota",209,191,206,169,190,204,201,215,219,287,317,192,0,0,0
"Revillo","Grant County","South Dakota",116,119,147,152,158,142,202,249,325,274,338,332,187,0,0
"Rockham","Faulk County","South Dakota",32,33,53,48,52,60,197,113,220,288,347,286,0,0,0
"Roscoe","Edmunds County","South Dakota",316,329,324,362,370,398,532,726,608,491,459,357,92,114,0
"Rosholt","Roberts County","South Dakota",432,423,419,408,446,456,423,387,362,327,301,0,0,0,0
"Roslyn","Day County","South Dakota",178,183,225,251,261,250,256,222,253,237,211,0,0,0,0
"St. Francis","Todd County","South Dakota",561,709,675,815,766,300,421,241,273,0,0,0,0,0,0
"St. Lawrence","Hand County","South Dakota",197,198,210,223,223,249,290,261,297,413,390,305,115,320,0
"Salem","McCook County","South Dakota",1350,1347,1371,1289,1486,1391,1188,1119,1185,1115,1187,1097,741,429,0
"Scotland","Bon Homme County","South Dakota",830,841,891,968,1022,984,1077,1188,1204,1163,1234,1102,964,1082,150
"Selby","Walworth County","South Dakota",644,642,736,707,884,957,979,706,599,548,564,558,0,0,0
"Seneca","Faulk County","South Dakota",37,38,58,81,103,118,161,204,243,318,264,321,0,0,0
"Sherman","Minnehaha County","South Dakota",82,78,87,66,100,82,116,120,158,192,206,138,0,0,0
"Sinai","Brookings County","South Dakota",119,120,133,120,129,147,166,181,182,217,216,0,0,0,0
"Sioux Falls","Minnehaha County","South Dakota",168586,153888,123975,100814,81343,72488,65466,52696,40832,33362,25202,14094,10266,10177,2164
"Sisseton","Roberts County","South Dakota",2473,2470,2572,2181,2789,3094,3218,2871,2513,1569,1431,1397,928,0,0
"South Shore","Codington County","South Dakota",227,225,270,260,241,199,259,269,296,322,305,335,0,0,0
"Spearfish","Lawrence County","South Dakota",11091,10494,8606,6966,5251,4661,3682,2755,2139,1577,1254,1130,1166,678,170
"Spencer","McCook County","South Dakota",155,154,157,317,380,385,460,552,617,561,637,506,332,0,0
"Springfield","Bon Homme County","South Dakota",1963,1989,792,834,1377,1566,1194,801,667,881,719,675,525,302,235
"Stickney","Aurora County","South Dakota",286,284,334,323,409,421,45,388,361,412,386,310,0,0,0
"Stockholm","Grant County","South Dakota",105,108,105,89,95,116,155,114,114,130,0,0,0,0,0
"Strandburg","Grant County","South Dakota",70,72,69,74,79,98,105,144,177,113,169,0,0,0,0
"Stratford","Brown County","South Dakota",72,72,96,85,82,106,109,164,205,262,297,0,0,0,0
"Sturgis","Meade County","South Dakota",6741,6627,6442,5330,5184,4536,4639,3471,3008,1747,1250,1739,1100,668,60
"Summerset","Meade County","South Dakota",2118,1814,0,0,0,0,0,0,0,0,0,0,0,0,0
"Summit","Roberts County","South Dakota",293,288,281,267,290,332,283,431,459,431,556,545,237,0,0
"Tabor","Bon Homme County","South Dakota",413,423,417,403,460,388,378,373,391,397,428,273,0,0,0
"Tea","Lincoln County","South Dakota",4531,3806,1742,786,729,302,188,151,165,148,165,134,0,0,0
"Timber Lake","Dewey County","South Dakota",477,443,443,517,660,625,624,552,512,572,555,0,0,0,0
"Tolstoy","Potter County","South Dakota",36,36,64,69,97,99,142,180,171,210,183,142,0,0,0
"Toronto","Deuel County","South Dakota",209,212,202,201,236,216,268,322,362,341,380,424,447,148,0
"Trent","Moody County","South Dakota",231,232,254,211,197,177,232,213,240,256,295,0,0,0,0
"Tripp","Hutchinson County","South Dakota",627,647,711,664,804,851,837,913,913,939,970,675,366,226,0
"Tulare","Spink County","South Dakota",218,207,221,244,238,211,225,212,244,305,324,0,0,0,0
"Turton","Spink County","South Dakota",49,48,61,76,101,121,140,201,180,323,243,240,0,0,0
"Twin Brooks","Grant County","South Dakota",67,69,55,54,87,122,86,113,121,138,141,190,0,0,0
"Tyndall","Bon Homme County","South Dakota",1059,1067,1239,1201,1253,1245,1262,1292,1289,1287,1405,1107,1167,509,0
"Utica","Yankton County","South Dakota",65,65,86,115,100,89,70,84,95,98,141,103,0,0,0
"Valley Springs","Minnehaha County","South Dakota",775,759,792,739,801,566,472,389,396,393,374,331,388,308,96
"Veblen","Marshall County","South Dakota",528,531,281,321,368,377,437,476,486,520,530,173,0,0,0
"Verdon","Brown County","South Dakota",5,5,6,7,7,18,28,34,65,69,90,136,0,0,0
"Vermillion","Clay County","South Dakota",10699,10571,9765,10034,10136,9128,6102,5337,3324,2850,1590,2187,2183,1496,714
