"Climax Springs","Camden County","Missouri",120,124,80,91,87,104,93,151,0,0,0,0,0,0,0,0,0,0,0,0
"Clinton","Henry County","Missouri",9015,9008,9311,8703,8366,7504,6925,6075,6041,5744,5098,4992,5061,4737,2868,610,0,0,0,0
"Clyde","Nodaway County","Missouri",80,82,74,71,61,158,90,115,148,184,213,368,250,0,0,0,0,0,0,0
"Cobalt","Madison County","Missouri",230,226,189,254,272,238,434,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coffey","Daviess County","Missouri",164,166,140,131,165,157,190,253,245,275,367,349,390,0,0,0,0,0,0,0
"Cole Camp","Benton County","Missouri",1113,1121,1028,1054,1022,1038,853,813,753,932,889,910,648,0,0,0,0,0,0,0
"Collins","St. Clair County","Missouri",155,159,176,144,145,150,177,199,193,243,265,259,260,0,0,0,0,0,0,0
"Columbia","Boone County","Missouri",116906,108500,84531,69101,62061,58812,36650,1974,18399,14967,10392,9662,5651,4000,3326,2236,1414,651,0,0
"Commerce","Scott County","Missouri",66,67,110,173,199,234,247,360,413,351,593,544,588,0,440,0,0,0,0,0
"Conception Junction","Nodaway County","Missouri",193,198,202,236,252,237,253,285,441,514,518,132,0,0,0,0,0,0,0,0
"Concordia","Lafayette County","Missouri",2389,2450,2360,2160,2129,1854,1471,1218,1077,1140,962,931,889,715,391,0,0,0,0,0
"Coney Island","Stone County","Missouri",72,75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conway","Laclede County","Missouri",778,788,743,629,601,547,500,514,516,576,546,394,272,217,0,0,0,0,0,0
"Cool Valley","St. Louis County","Missouri",1189,1196,1081,1407,2084,2059,1492,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cooter","Pemiscot County","Missouri",446,469,440,451,479,414,477,490,466,453,540,0,0,0,0,0,0,0,0,0
"Corder","Lafayette County","Missouri",397,404,427,485,483,476,506,541,630,610,768,649,538,1145,0,0,0,0,0,0
"Corning","Holt County","Missouri",14,15,21,88,126,134,128,184,269,214,255,253,240,176,221,0,0,0,0,0
"Cosby","Andrew County","Missouri",125,124,143,121,148,130,119,142,162,161,163,170,0,0,0,0,0,0,0,0
"Cottleville","St. Charles County","Missouri",3877,3075,1928,2936,184,230,0,0,0,0,0,0,0,0,225,0,0,0,0,0
"Country Club","Andrew County","Missouri",2475,2449,1846,1755,1234,943,395,0,0,0,0,0,0,0,0,0,0,0,0,0
"Country Club Hills","St. Louis County","Missouri",1271,1274,1381,1316,1315,1644,1763,1731,0,0,0,0,0,0,0,0,0,0,0,0
"Country Life Acres","St. Louis County","Missouri",74,74,81,101,77,60,66,57,0,0,0,0,0,0,0,0,0,0,0,0
"Cowgill","Caldwell County","Missouri",180,188,247,257,267,232,259,241,338,368,381,363,357,0,0,0,0,0,0,0
"Craig","Holt County","Missouri",230,248,309,346,379,369,488,578,718,626,642,621,775,503,541,0,0,0,0,0
