,"Lauderdale County","Mississippi",79739,80261
,"Lawrence County","Mississippi",12502,12929
,"Leake County","Mississippi",23193,23805
,"Lee County","Mississippi",85246,82910
,"Leflore County","Mississippi",31422,32317
,"Lincoln County","Mississippi",34775,34869
,"Lowndes County","Mississippi",59730,59779
,"Madison County","Mississippi",101688,95203
,"Marion County","Mississippi",25868,27088
,"Marshall County","Mississippi",36234,37144
,"Monroe County","Mississippi",36003,36989
,"Montgomery County","Mississippi",10400,10925
,"Neshoba County","Mississippi",29465,29676
,"Newton County","Mississippi",21832,21720
,"Noxubee County","Mississippi",11115,11545
,"Oktibbeha County","Mississippi",49414,47671
,"Panola County","Mississippi",34444,34707
,"Pearl River County","Mississippi",55224,55834
,"Perry County","Mississippi",12227,12250
,"Pike County","Mississippi",40058,40404
,"Pontotoc County","Mississippi",30950,29957
,"Prentiss County","Mississippi",25428,25276
,"Quitman County","Mississippi",7678,8223
,"Rankin County","Mississippi",148070,141617
,"Scott County","Mississippi",28461,28264
,"Sharkey County","Mississippi",4647,4916
,"Simpson County","Mississippi",27463,27503
,"Smith County","Mississippi",16188,16491
,"Stone County","Mississippi",17875,17786
,"Sunflower County","Mississippi",27496,29450
,"Tallahatchie County","Mississippi",14761,15378
,"Tate County","Mississippi",28204,28886
,"Tippah County","Mississippi",22039,22232
,"Tishomingo County","Mississippi",19420,19593
,"Tunica County","Mississippi",10598,10778
,"Union County","Mississippi",28097,27134
,"Walthall County","Mississippi",14859,15443
,"Warren County","Mississippi",47983,48773
,"Washington County","Mississippi",48958,51137
,"Wayne County","Mississippi",20490,20747
,"Webster County","Mississippi",9972,10253
,"Wilkinson County","Mississippi",9191,9878
,"Winston County","Mississippi",18478,19198
,"Yalobusha County","Mississippi",12276,12678
,"Yazoo County","Mississippi",27817,28065
,"Adair County","Missouri",25602,25607
,"Andrew County","Missouri",17379,17291
,"Atchison County","Missouri",5382,5685
,"Audrain County","Missouri",25887,25529
,"Barry County","Missouri",35662,35597
,"Barton County","Missouri",12057,12402
,"Bates County","Missouri",16584,17049
,"Benton County","Missouri",18806,19056
,"Bollinger County","Missouri",12394,12363
,"Boone County","Missouri",172717,162642
,"Buchanan County","Missouri",89486,89201
,"Butler County","Missouri",42972,42794
,"Caldwell County","Missouri",9034,9424
,"Callaway County","Missouri",44750,44332
,"Camden County","Missouri",44021,44002
,"Cape Girardeau County","Missouri",78043,75674
,"Carroll County","Missouri",9043,9295
,"Carter County","Missouri",6258,6265
,"Cass County","Missouri",100889,99478
,"Cedar County","Missouri",13952,13982
,"Chariton County","Missouri",7694,7831
,"Christian County","Missouri",82101,77422
,"Clark County","Missouri",6917,7139
,"Clay County","Missouri",233682,221939
,"Clinton County","Missouri",20299,20743
,"Cole County","Missouri",76557,75990
,"Cooper County","Missouri",17585,17601
,"Crawford County","Missouri",24650,24696
,"Dade County","Missouri",7628,7883
,"Dallas County","Missouri",16389,16777
,"Daviess County","Missouri",8297,8433
,"DeKalb County","Missouri",12692,12892
,"Dent County","Missouri",15655,15657
,"Douglas County","Missouri",13546,13684
,"Dunklin County","Missouri",31344,31953
,"Franklin County","Missouri",102084,101492
,"Gasconade County","Missouri",14866,15222
,"Gentry County","Missouri",6826,6738
,"Greene County","Missouri",285865,275174
,"Grundy County","Missouri",10197,10261
,"Harrison County","Missouri",8639,8957
,"Henry County","Missouri",22028,22272
,"Hickory County","Missouri",9219,9627
,"Holt County","Missouri",4516,4912
,"Howard County","Missouri",10159,10144
,"Howell County","Missouri",40173,40400
,"Iron County","Missouri",10267,10630
,"Jackson County","Missouri",683191,674158
,"Jasper County","Missouri",117543,117404
,"Jefferson County","Missouri",222716,218733
,"Johnson County","Missouri",54362,52595
,"Knox County","Missouri",4000,4131
,"Laclede County","Missouri",35439,35571
,"Lafayette County","Missouri",32688,33381
,"Lawrence County","Missouri",38023,38634
,"Lewis County","Missouri",10138,10211
,"Lincoln County","Missouri",54249,52566
,"Linn County","Missouri",12311,12761
,"Livingston County","Missouri",15053,15195
,"McDonald County","Missouri",22800,23083
,"Macon County","Missouri",15479,15566
,"Madison County","Missouri",12368,12226
,"Maries County","Missouri",9013,9176
,"Marion County","Missouri",28920,28781
,"Mercer County","Missouri",3719,3785
,"Miller County","Missouri",25141,24748
,"Mississippi County","Missouri",14232,14358
,"Moniteau County","Missouri",15856,15607
,"Monroe County","Missouri",8707,8840
,"Montgomery County","Missouri",11841,12236
,"Morgan County","Missouri",20240,20565
,"New Madrid County","Missouri",18272,18956
,"Newton County","Missouri",58598,58114
,"Nodaway County","Missouri",23081,23370
,"Oregon County","Missouri",10911,10881
,"Osage County","Missouri",13703,13878
,"Ozark County","Missouri",9492,9723
,"Pemiscot County","Missouri",17650,18296
,"Perry County","Missouri",19202,18971
,"Pettis County","Missouri",42225,42201
,"Phelps County","Missouri",44847,45156
,"Pike County","Missouri",18541,18516
,"Platte County","Missouri",94788,89322
,"Polk County","Missouri",31054,31137
,"Pulaski County","Missouri",53436,52274
,"Putnam County","Missouri",4829,4979
,"Ralls County","Missouri",10255,10167
,"Randolph County","Missouri",25072,25414
,"Ray County","Missouri",22949,23494
,"Reynolds County","Missouri",6565,6696
,"Ripley County","Missouri",13969,14100
,"St. Charles County","Missouri",379493,360485
,"St. Clair County","Missouri",9457,9805
,"Ste. Genevieve County","Missouri",17914,18145
,"St. Francois County","Missouri",65960,65359
,"St. Louis County","Missouri",1001876,998954
,"Saline County","Missouri",23347,23370
,"Schuyler County","Missouri",4370,4431
,"Scotland County","Missouri",4863,4843
,"Scott County","Missouri",38903,39191
,"Shannon County","Missouri",8329,8441
,"Shelby County","Missouri",6108,6373
,"Stoddard County","Missouri",29867,29968
,"Stone County","Missouri",31104,32202
,"Sullivan County","Missouri",6411,6714
,"Taney County","Missouri",54230,51675
,"Texas County","Missouri",25642,26008
,"Vernon County","Missouri",21001,21159
,"Warren County","Missouri",33253,32513
,"Washington County","Missouri",25077,25195
,"Wayne County","Missouri",13452,13521
,"Webster County","Missouri",36888,36202
,"Worth County","Missouri",2073,2171
,"Wright County","Missouri",18291,18815
,"St. Louis city","Missouri",317419,319294
,"Beaverhead County","Montana",9345,9246
,"Big Horn County","Montana",13282,12865
,"Blaine County","Montana",6619,6491
,"Broadwater County","Montana",5667,5612
,"Carbon County","Montana",10399,10078
,"Carter County","Montana",1169,1160
,"Cascade County","Montana",82344,81327
,"Chouteau County","Montana",5894,5813
,"Custer County","Montana",12092,11699
,"Daniels County","Montana",1793,1751
,"Dawson County","Montana",9518,8966
,"Deer Lodge County","Montana",9150,9298
,"Fallon County","Montana",3108,2890
,"Fergus County","Montana",11442,11586
,"Flathead County","Montana",94924,90928
,"Gallatin County","Montana",97308,89513
,"Garfield County","Montana",1309,1206
,"Glacier County","Montana",13696,13399
,"Golden Valley County","Montana",852,884
,"Granite County","Montana",3209,3079
,"Hill County","Montana",16596,16096
,"Jefferson County","Montana",11558,11406
,"Judith Basin County","Montana",1991,2072
,"Lake County","Montana",29099,28746
,"Lewis and Clark County","Montana",65856,63395
,"Liberty County","Montana",2359,2339
,"Lincoln County","Montana",19125,19687
,"McCone County","Montana",1694,1734
,"Madison County","Montana",7820,7691
,"Meagher County","Montana",1853,1891
,"Mineral County","Montana",4257,4223
,"Missoula County","Montana",112684,109299
,"Musselshell County","Montana",4589,4538
,"Park County","Montana",15880,15636
,"Petroleum County","Montana",485,494
,"Phillips County","Montana",4192,4253
,"Pondera County","Montana",6219,6153
,"Powder River County","Montana",1783,1743
,"Powell County","Montana",6909,7027
,"Prairie County","Montana",1148,1179
,"Ravalli County","Montana",41030,40212
,"Richland County","Montana",11576,9746
,"Roosevelt County","Montana",11332,10425
,"Rosebud County","Montana",9326,9233
,"Sanders County","Montana",11364,11413
,"Sheridan County","Montana",3696,3384
,"Silver Bow County","Montana",34680,34200
,"Stillwater County","Montana",9290,9117
,"Sweet Grass County","Montana",3665,3651
,"Teton County","Montana",6064,6073
,"Toole County","Montana",5150,5324
,"Treasure County","Montana",692,718
,"Valley County","Montana",7640,7369
,"Wheatland County","Montana",2102,2168
,"Wibaux County","Montana",1121,1017
,"Yellowstone County","Montana",155634,147972
,"Adams County","Nebraska",31457,31364
,"Antelope County","Nebraska",6398,6685
,"Arthur County","Nebraska",453,460
,"Banner County","Nebraska",764,690
,"Blaine County","Nebraska",504,478
,"Boone County","Nebraska",5353,5505
,"Box Butte County","Nebraska",11340,11308
,"Boyd County","Nebraska",2033,2099
,"Brown County","Nebraska",2941,3145
,"Buffalo County","Nebraska",48224,46102
,"Burt County","Nebraska",6573,6858
,"Butler County","Nebraska",8249,8395
,"Cass County","Nebraska",25524,25241
,"Cedar County","Nebraska",8610,8852
,"Chase County","Nebraska",3978,3966
,"Cherry County","Nebraska",5762,5713
,"Cheyenne County","Nebraska",10148,9998
,"Clay County","Nebraska",6315,6542
,"Colfax County","Nebraska",10504,10515
,"Cuming County","Nebraska",9027,9139
,"Custer County","Nebraska",10728,10939
,"Dakota County","Nebraska",20850,21006
,"Dawes County","Nebraska",9042,9182
,"Dawson County","Nebraska",24096,24326
,"Deuel County","Nebraska",1940,1941
,"Dixon County","Nebraska",5782,6000
,"Dodge County","Nebraska",36744,36691
,"Douglas County","Nebraska",543244,517110
,"Dundy County","Nebraska",1886,2008
,"Fillmore County","Nebraska",5661,5890
,"Franklin County","Nebraska",3076,3225
,"Frontier County","Nebraska",2705,2756
,"Furnas County","Nebraska",4888,4959
,"Gage County","Nebraska",21663,22311
,"Garden County","Nebraska",1911,2057
,"Garfield County","Nebraska",2003,2049
,"Gosper County","Nebraska",1970,2044
,"Grant County","Nebraska",619,614
,"Greeley County","Nebraska",2482,2538
,"Hall County","Nebraska",61492,58607
,"Hamilton County","Nebraska",9135,9124
,"Harlan County","Nebraska",3492,3423
,"Hayes County","Nebraska",933,967
,"Hitchcock County","Nebraska",2901,2908
,"Holt County","Nebraska",10403,10435
,"Hooker County","Nebraska",728,736
,"Howard County","Nebraska",6362,6274
,"Jefferson County","Nebraska",7335,7547
,"Johnson County","Nebraska",5185,5217
,"Kearney County","Nebraska",6644,6489
,"Keith County","Nebraska",8121,8368
,"Keya Paha County","Nebraska",810,824
,"Kimball County","Nebraska",3713,3821
,"Knox County","Nebraska",8482,8701
,"Lancaster County","Nebraska",301795,285407
,"Lincoln County","Nebraska",35815,36288
,"Logan County","Nebraska",750,763
,"Loup County","Nebraska",588,632
,"McPherson County","Nebraska",498,539
,"Madison County","Nebraska",35174,34876
,"Merrick County","Nebraska",7766,7845
,"Morrill County","Nebraska",4862,5042
,"Nance County","Nebraska",3570,3735
,"Nemaha County","Nebraska",7175,7248
,"Nuckolls County","Nebraska",4369,4500
,"Otoe County","Nebraska",15797,15740
,"Pawnee County","Nebraska",2702,2773
,"Perkins County","Nebraska",2891,2970
,"Phelps County","Nebraska",9187,9188
,"Pierce County","Nebraska",7202,7266
,"Platte County","Nebraska",32666,32237
,"Polk County","Nebraska",5271,5406
,"Red Willow County","Nebraska",10867,11055
,"Richardson County","Nebraska",8128,8363
,"Rock County","Nebraska",1443,1526
,"Saline County","Nebraska",14252,14200
,"Sarpy County","Nebraska",172193,158840
,"Saunders County","Nebraska",20919,20780
,"Scotts Bluff County","Nebraska",36465,36970
,"Seward County","Nebraska",17150,16750
,"Sheridan County","Nebraska",5259,5469
,"Sherman County","Nebraska",3074,3152
,"Sioux County","Nebraska",1303,1311
,"Stanton County","Nebraska",6069,6129
,"Thayer County","Nebraska",5230,5228
,"Thomas County","Nebraska",687,647
,"Thurston County","Nebraska",6969,6940
,"Valley County","Nebraska",4204,4260
,"Washington County","Nebraska",20258,20234
,"Wayne County","Nebraska",9431,9595
,"Webster County","Nebraska",3658,3812
,"Wheeler County","Nebraska",766,818
,"York County","Nebraska",13917,13665
,"Churchill County","Nevada",23989,24877
,"Clark County","Nevada",2069681,1951269
,"Douglas County","Nevada",47536,46997
,"Elko County","Nevada",52766,48818
,"Esmeralda County","Nevada",822,783
,"Eureka County","Nevada",2018,1987
,"Humboldt County","Nevada",17279,16528
,"Lander County","Nevada",6009,5775
,"Lincoln County","Nevada",5184,5345
,"Lyon County","Nevada",51789,51980
,"Mineral County","Nevada",4500,4772
,"Nye County","Nevada",42282,43946
,"Pershing County","Nevada",6698,6753
,"Storey County","Nevada",3912,4010
,"Washoe County","Nevada",440078,421407
,"White Pine County","Nevada",10034,10030
,"Carson City","Nevada",54522,55274
,"Belknap County","New Hampshire",60305,60088
,"Carroll County","New Hampshire",47399,47818
,"Cheshire County","New Hampshire",76115,77117
,"Coos County","New Hampshire",31653,33055
,"Grafton County","New Hampshire",89658,89118
,"Hillsborough County","New Hampshire",405184,400721
,"Merrimack County","New Hampshire",147171,146445
,"Rockingham County","New Hampshire",300621,295223
,"Strafford County","New Hampshire",125604,123143
,"Sullivan County","New Hampshire",43103,43742
,"Atlantic County","New Jersey",275209,274549
,"Bergen County","New Jersey",933572,905116
,"Burlington County","New Jersey",449722,448734
,"Camden County","New Jersey",511038,513657
,"Cape May County","New Jersey",95344,97265
,"Cumberland County","New Jersey",157389,156898
,"Essex County","New Jersey",795723,783969
,"Gloucester County","New Jersey",290951,288288
,"Hudson County","New Jersey",669115,634266
,"Hunterdon County","New Jersey",126067,128349
,"Mercer County","New Jersey",371537,366513
,"Middlesex County","New Jersey",836297,809858
,"Monmouth County","New Jersey",629279,630380
,"Morris County","New Jersey",499727,492276
,"Ocean County","New Jersey",586301,576567
,"Passaic County","New Jersey",508856,501226
,"Salem County","New Jersey",64715,66083
,"Somerset County","New Jersey",332568,323444
,"Sussex County","New Jersey",144909,149265
,"Union County","New Jersey",552939,536499
,"Warren County","New Jersey",106917,108692
,"Bernalillo County","New Mexico",675551,662564
,"Catron County","New Mexico",3556,3725
,"Chaves County","New Mexico",65878,65645
,"Cibola County","New Mexico",27349,27213
,"Colfax County","New Mexico",12680,13750
,"Curry County","New Mexico",50969,48376
,"De Baca County","New Mexico",1825,2022
,"Doña Ana County","New Mexico",213676,209233
,"Eddy County","New Mexico",56395,53829
,"Grant County","New Mexico",29096,29514
,"Guadalupe County","New Mexico",4468,4687
,"Harding County","New Mexico",683,695
,"Hidalgo County","New Mexico",4560,4894
,"Lea County","New Mexico",69999,64727
,"Lincoln County","New Mexico",19706,20497
,"Los Alamos County","New Mexico",17682,17950
,"Luna County","New Mexico",24673,25095
,"McKinley County","New Mexico",74098,71492
,"Mora County","New Mexico",4592,4881
,"Otero County","New Mexico",65082,63797
,"Quay County","New Mexico",8501,9041
,"Rio Arriba County","New Mexico",39777,40246
,"Roosevelt County","New Mexico",19536,19846
,"Sandoval County","New Mexico",137608,131561
,"San Juan County","New Mexico",123785,130044
,"San Miguel County","New Mexico",28239,29393
,"Santa Fe County","New Mexico",148164,144170
,"Sierra County","New Mexico",11325,11988
,"Socorro County","New Mexico",17310,17866
,"Taos County","New Mexico",33084,32937
,"Torrance County","New Mexico",15611,16383
,"Union County","New Mexico",4297,4549
,"Valencia County","New Mexico",75817,76569
,"Albany County","New York",308171,304204
,"Allegany County","New York",47736,48946
,"Bronx County","New York",1438159,1385108
,"Broome County","New York",197349,200600
,"Cattaraugus County","New York",78600,80317
,"Cayuga County","New York",78823,80026
,"Chautauqua County","New York",132053,134905
,"Chemung County","New York",87770,88830
,"Chenango County","New York",49426,50477
,"Clinton County","New York",81632,82128
,"Columbia County","New York",62122,63096
,"Cortland County","New York",49024,49336
,"Delaware County","New York",46581,47980
,"Dutchess County","New York",296579,297488
,"Erie County","New York",922835,919040
,"Essex County","New York",38679,39370
,"Franklin County","New York",51262,51599
,"Fulton County","New York",54105,55531
,"Genesee County","New York",59162,60079
,"Greene County","New York",47967,49221
,"Hamilton County","New York",4715,4836
,"Herkimer County","New York",63744,64519
,"Jefferson County","New York",119103,116229
,"Kings County","New York",2621793,2504700
,"Lewis County","New York",27220,27087
,"Livingston County","New York",64586,65393
,"Madison County","New York",72369,73442
,"Monroe County","New York",749857,744344
,"Montgomery County","New York",49779,50219
,"Nassau County","New York",1358627,1339532
,"New York County","New York",1636268,1585873
,"Niagara County","New York",213525,216469
,"Oneida County","New York",232871,234878
,"Onondaga County","New York",468196,467026
,"Ontario County","New York",109707,107931
,"Orange County","New York",376099,372813
,"Orleans County","New York",41984,42883
,"Oswego County","New York",120913,122109
,"Otsego County","New York",61128,62259
,"Putnam County","New York",99487,99710
,"Queens County","New York",2321580,2230722
,"Rensselaer County","New York",159774,159429
,"Richmond County","New York",473279,468730
,"Rockland County","New York",323866,311687
,"St. Lawrence County","New York",111400,111944
,"Saratoga County","New York",224921,219607
,"Schenectady County","New York",155735,154727
,"Schoharie County","New York",31566,32749
,"Schuyler County","New York",18479,18343
,"Seneca County","New York",34884,35251
,"Steuben County","New York",98394,98990
,"Suffolk County","New York",1502968,1493350
,"Sullivan County","New York",75943,77547
,"Tioga County","New York",49870,51125
,"Tompkins County","New York",104691,101564
,"Ulster County","New York",180445,182493
,"Warren County","New York",64973,65707
,"Washington County","New York",62372,63216
,"Wayne County","New York",92051,93772
,"Westchester County","New York",972634,949113
,"Wyoming County","New York",41188,42155
,"Yates County","New York",25208,25348
,"Alamance County","North Carolina",155792,151131
,"Alexander County","North Carolina",37392,37198
,"Alleghany County","North Carolina",10879,11155
,"Anson County","North Carolina",25765,26948
,"Ashe County","North Carolina",27126,27281
,"Avery County","North Carolina",17773,17797
,"Beaufort County","North Carolina",47585,47759
,"Bertie County","North Carolina",20106,21282
,"Bladen County","North Carolina",34657,35190
,"Brunswick County","North Carolina",118836,107431
,"Buncombe County","North Carolina",250539,238318
,"Burke County","North Carolina",89486,90912
,"Cabarrus County","North Carolina",192103,178011
,"Caldwell County","North Carolina",81484,83029
,"Camden County","North Carolina",10331,9980
,"Carteret County","North Carolina",68811,66469
,"Caswell County","North Carolina",23082,23719
,"Catawba County","North Carolina",154534,154358
,"Chatham County","North Carolina",68698,63505
,"Cherokee County","North Carolina",27141,27444
,"Chowan County","North Carolina",14572,14793
,"Clay County","North Carolina",10581,10587
,"Cleveland County","North Carolina",97076,98078
,"Columbus County","North Carolina",56953,58098
,"Craven County","North Carolina",104510,103505
,"Cumberland County","North Carolina",326328,319431
,"Currituck County","North Carolina",24976,23547
,"Dare County","North Carolina",35104,33920
,"Davidson County","North Carolina",164072,162878
,"Davie County","North Carolina",41434,41240
,"Duplin County","North Carolina",59882,58505
,"Durham County","North Carolina",294460,267587
,"Edgecombe County","North Carolina",54933,56552
,"Forsyth County","North Carolina",365298,350670
,"Franklin County","North Carolina",62860,60619
,"Gaston County","North Carolina",211127,206086
,"Gates County","North Carolina",11567,12197
,"Graham County","North Carolina",8644,8861
,"Granville County","North Carolina",58500,59916
,"Greene County","North Carolina",21093,21362
,"Guilford County","North Carolina",512119,488406
,"Halifax County","North Carolina",52970,54691
,"Harnett County","North Carolina",126666,114678
,"Haywood County","North Carolina",59471,59036
,"Henderson County","North Carolina",111149,106740
,"Hertford County","North Carolina",24308,24669
,"Hoke County","North Carolina",51611,46952
,"Hyde County","North Carolina",5676,5810
,"Iredell County","North Carolina",166675,159437
,"Jackson County","North Carolina",40981,40271
,"Johnston County","North Carolina",181423,168878
,"Jones County","North Carolina",10076,10153
,"Lee County","North Carolina",59662,57866
,"Lenoir County","North Carolina",58485,59495
,"Lincoln County","North Carolina",79829,78265
,"McDowell County","North Carolina",44965,44996
,"Macon County","North Carolina",33875,33922
,"Madison County","North Carolina",21157,20764
,"Martin County","North Carolina",23454,24505
,"Mecklenburg County","North Carolina",1012539,919628
,"Mitchell County","North Carolina",15311,15579
,"Montgomery County","North Carolina",27395,27798
,"Moore County","North Carolina",93077,88247
,"Nash County","North Carolina",94357,95840
,"New Hanover County","North Carolina",216298,202667
,"Northampton County","North Carolina",20463,22099
,"Onslow County","North Carolina",187589,177772
,"Orange County","North Carolina",140420,133801
,"Pamlico County","North Carolina",12948,13144
,"Pasquotank County","North Carolina",39787,40661
,"Pender County","North Carolina",56250,52217
,"Perquimans County","North Carolina",13466,13453
,"Person County","North Carolina",39132,39464
,"Pitt County","North Carolina",175354,168148
,"Polk County","North Carolina",20357,20510
,"Randolph County","North Carolina",142778,141752
,"Richmond County","North Carolina",45733,46639
,"Robeson County","North Carolina",134760,134168
,"Rockingham County","North Carolina",91696,93643
,"Rowan County","North Carolina",138630,138428
,"Rutherford County","North Carolina",66600,67810
,"Sampson County","North Carolina",64050,63431
,"Scotland County","North Carolina",35576,36157
,"Stanly County","North Carolina",60600,60585
,"Stokes County","North Carolina",46419,47401
,"Surry County","North Carolina",72968,73673
,"Swain County","North Carolina",14274,13981
,"Transylvania County","North Carolina",33045,33090
,"Tyrrell County","North Carolina",4115,4407
,"Union County","North Carolina",218568,201292
,"Vance County","North Carolina",44614,45422
,"Wake County","North Carolina",998691,900993
,"Warren County","North Carolina",20231,20972
,"Washington County","North Carolina",12570,13228
,"Watauga County","North Carolina",52560,51079
,"Wayne County","North Carolina",124456,122623
,"Wilkes County","North Carolina",68838,69340
,"Wilson County","North Carolina",81401,81234
,"Yadkin County","North Carolina",37792,38406
,"Yancey County","North Carolina",17614,17818
,"Adams County","North Dakota",2384,2343
,"Barnes County","North Dakota",11144,11066
,"Benson County","North Dakota",6833,6660
,"Billings County","North Dakota",901,783
,"Bottineau County","North Dakota",6650,6429
,"Bowman County","North Dakota",3247,3151
,"Burke County","North Dakota",2245,1968
,"Burleigh County","North Dakota",90503,81308
,"Cass County","North Dakota",167005,149778
,"Cavalier County","North Dakota",3855,3993
,"Dickey County","North Dakota",5150,5289
,"Divide County","North Dakota",2432,2071
,"Dunn County","North Dakota",4399,3536
,"Eddy County","North Dakota",2377,2385
,"Emmons County","North Dakota",3422,3550
,"Foster County","North Dakota",3362,3343
,"Golden Valley County","North Dakota",1825,1680
,"Grand Forks County","North Dakota",70138,66861
,"Grant County","North Dakota",2361,2394
,"Griggs County","North Dakota",2319,2420
,"Hettinger County","North Dakota",2660,2477
,"Kidder County","North Dakota",2424,2435
,"LaMoure County","North Dakota",4149,4139
,"Logan County","North Dakota",1944,1990
,"McHenry County","North Dakota",5988,5395
,"McIntosh County","North Dakota",2801,2809
,"McKenzie County","North Dakota",10996,6360
,"McLean County","North Dakota",9578,8962
,"Mercer County","North Dakota",8746,8424
,"Morton County","North Dakota",29822,27471
,"Mountrail County","North Dakota",9782,7673
,"Nelson County","North Dakota",3045,3126
,"Oliver County","North Dakota",1850,1846
,"Pembina County","North Dakota",7128,7413
,"Pierce County","North Dakota",4404,4357
,"Ramsey County","North Dakota",11564,11451
,"Ransom County","North Dakota",5446,5457
,"Renville County","North Dakota",2587,2470
,"Richland County","North Dakota",16432,16321
,"Rolette County","North Dakota",14616,13937
,"Sargent County","North Dakota",3931,3829
,"Sheridan County","North Dakota",1326,1321
,"Sioux County","North Dakota",4422,4153
,"Slope County","North Dakota",765,727
,"Stark County","North Dakota",30372,24199
,"Steele County","North Dakota",1955,1975
,"Stutsman County","North Dakota",21129,21100
,"Towner County","North Dakota",2310,2246
,"Traill County","North Dakota",8082,8121
,"Walsh County","North Dakota",10970,11119
,"Ward County","North Dakota",69384,61675
,"Wells County","North Dakota",4192,4207
,"Williams County","North Dakota",32130,22398
,"Adams County","Ohio",28129,28550
,"Allen County","Ohio",105040,106331
,"Ashland County","Ohio",53035,53139
,"Ashtabula County","Ohio",99175,101497
,"Athens County","Ohio",64713,64757
,"Auglaize County","Ohio",45841,45949
,"Belmont County","Ohio",69461,70400
,"Brown County","Ohio",44116,44846
,"Butler County","Ohio",374158,368130
,"Carroll County","Ohio",28187,28836
,"Champaign County","Ohio",39128,40097
,"Clark County","Ohio",136554,138333
,"Clermont County","Ohio",201560,197363
,"Clinton County","Ohio",41835,42040
,"Columbiana County","Ohio",105686,107841
,"Coshocton County","Ohio",36516,36901
,"Crawford County","Ohio",42480,43784
,"Cuyahoga County","Ohio",1259828,1280122
,"Darke County","Ohio",52196,52959
,"Defiance County","Ohio",38510,39037
,"Delaware County","Ohio",189113,174214
,"Erie County","Ohio",75828,77079
,"Fairfield County","Ohio",150381,146156
,"Fayette County","Ohio",28800,29030
,"Franklin County","Ohio",1231393,1163414
,"Fulton County","Ohio",42580,42698
,"Gallia County","Ohio",30397,30934
,"Geauga County","Ohio",94295,93389
,"Greene County","Ohio",163820,161573
,"Guernsey County","Ohio",39590,40087
,"Hamilton County","Ohio",806631,802374
,"Hancock County","Ohio",75337,74782
,"Hardin County","Ohio",31796,32058
,"Harrison County","Ohio",15543,15864
,"Henry County","Ohio",27937,28215
,"Highland County","Ohio",43045,43589
,"Hocking County","Ohio",28725,29380
,"Holmes County","Ohio",43898,42366
,"Huron County","Ohio",58714,59626
,"Jackson County","Ohio",32748,33225
,"Jefferson County","Ohio",67694,69709
,"Knox County","Ohio",61167,60921
,"Lake County","Ohio",229230,230041
,"Lawrence County","Ohio",61623,62450
,"Licking County","Ohio",169390,166492
,"Logan County","Ohio",45507,45858
,"Lorain County","Ohio",304216,301356
,"Lucas County","Ohio",435286,441815
,"Madison County","Ohio",43918,43435
,"Mahoning County","Ohio",233204,238823
,"Marion County","Ohio",65720,66501
,"Medina County","Ohio",176029,172332
,"Meigs County","Ohio",23331,23770
,"Mercer County","Ohio",40831,40814
,"Miami County","Ohio",103900,102506
,"Monroe County","Ohio",14465,14642
,"Montgomery County","Ohio",533116,535153
,"Morgan County","Ohio",14843,15054
,"Morrow County","Ohio",35152,34827
,"Muskingum County","Ohio",85818,86074
,"Noble County","Ohio",14363,14645
,"Ottawa County","Ohio",41154,41428
,"Paulding County","Ohio",18989,19614
,"Perry County","Ohio",35812,36058
,"Pickaway County","Ohio",56876,55698
,"Pike County","Ohio",28256,28709
,"Portage County","Ohio",161882,161419
,"Preble County","Ohio",41586,42270
,"Putnam County","Ohio",34171,34499
,"Richland County","Ohio",121942,124475
,"Ross County","Ohio",77159,78064
,"Sandusky County","Ohio",60179,60944
,"Scioto County","Ohio",77258,79499
,"Seneca County","Ohio",55669,56745
,"Shelby County","Ohio",48951,49423
,"Stark County","Ohio",375736,375586
,"Summit County","Ohio",541943,541781
,"Trumbull County","Ohio",205175,210312
,"Tuscarawas County","Ohio",92788,92582
,"Union County","Ohio",53776,52300
,"Van Wert County","Ohio",28462,28744
,"Vinton County","Ohio",13234,13435
,"Warren County","Ohio",221659,212693
,"Washington County","Ohio",61213,61778
,"Wayne County","Ohio",115537,114520
,"Williams County","Ohio",37291,37642
,"Wood County","Ohio",129590,125488
,"Wyandot County","Ohio",22353,22615
,"Adair County","Oklahoma",22186,22683
,"Alfalfa County","Oklahoma",5790,5642
,"Atoka County","Oklahoma",13796,14182
,"Beaver County","Oklahoma",5486,5636
,"Beckham County","Oklahoma",23691,22119
,"Blaine County","Oklahoma",9917,11943
,"Bryan County","Oklahoma",44486,42416
,"Caddo County","Oklahoma",29317,29600
,"Canadian County","Oklahoma",129582,115541
,"Carter County","Oklahoma",48821,47557
,"Cherokee County","Oklahoma",48341,46987
,"Choctaw County","Oklahoma",15161,15205
,"Cimarron County","Oklahoma",2294,2475
,"Cleveland County","Oklahoma",269908,255755
,"Coal County","Oklahoma",5807,5925
,"Comanche County","Oklahoma",125033,124098
,"Cotton County","Oklahoma",6150,6193
,"Craig County","Oklahoma",14582,15029
,"Creek County","Oklahoma",70632,69967
,"Custer County","Oklahoma",29500,27469
,"Delaware County","Oklahoma",41446,41487
,"Dewey County","Oklahoma",4914,4810
,"Ellis County","Oklahoma",4150,4151
,"Garfield County","Oklahoma",63091,60580
,"Garvin County","Oklahoma",27561,27576
,"Grady County","Oklahoma",53854,52431
,"Grant County","Oklahoma",4501,4527
,"Greer County","Oklahoma",6151,6239
,"Harmon County","Oklahoma",2798,2922
,"Harper County","Oklahoma",3812,3685
,"Haskell County","Oklahoma",12896,12769
