"Grambling","Lincoln Parish","Louisiana",5124,4949,4693,5484,4226,4407,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gramercy","St. James Parish","Louisiana",3466,3613,3066,2412,3211,2567,2094,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grand Cane","De Soto Parish","Louisiana",244,242,191,233,252,284,322,286,377,393,378,485,385,351,0,0,0,0,0,0,0,0
"Grand Coteau","St. Landry Parish","Louisiana",935,947,1040,1118,1165,1301,1165,1103,662,580,470,392,521,333,302,470,0,0,0,0,0,0
"Grand Isle","Jefferson Parish","Louisiana",1382,1296,1541,1455,1982,2236,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grayson","Caldwell Parish","Louisiana",518,532,531,529,564,516,428,455,407,435,337,0,0,0,0,0,0,0,0,0,0,0
"Greensburg","St. Helena Parish","Louisiana",688,718,631,583,662,652,512,423,389,262,286,268,315,280,297,160,0,0,0,0,0,0
"Greenwood","Caddo Parish","Louisiana",3201,3219,2458,2092,1043,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gretna","Jefferson Parish","Louisiana",17845,17736,17423,17208,20615,24875,21967,13813,10879,9584,7197,0,0,3332,2396,0,0,717,0,0,0,0
"Grosse Tete","Iberville Parish","Louisiana",641,647,670,541,749,710,768,548,382,303,0,0,0,0,0,0,0,0,0,0,0,0
"Gueydan","Vermilion Parish","Louisiana",1400,1398,1598,1611,1695,1984,2156,2041,1506,1313,1233,1081,376,0,0,0,0,0,0,0,0,0
"Hall Summit","Red River Parish","Louisiana",286,300,264,227,276,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hammond","Tangipahoa Parish","Louisiana",20363,20019,17639,15871,15226,12487,10563,8010,6033,6072,3855,2942,1511,692,277,0,0,0,0,0,0,0
"Harahan","Jefferson Parish","Louisiana",9334,9277,9885,9927,11384,13037,9275,3394,1082,892,0,0,0,0,0,0,0,0,0,0,0,0
"Harrisonburg","Catahoula Parish","Louisiana",338,348,746,453,610,626,594,544,422,437,399,361,303,359,243,217,0,326,0,0,0,0
"Haughton","Bossier Parish","Louisiana",3400,3454,2792,1664,1510,885,611,501,409,0,0,249,194,305,0,0,0,0,0,0,0,0
"Haynesville","Claiborne Parish","Louisiana",2194,2327,2679,2854,3454,3055,3031,3040,2418,2541,903,663,0,0,123,0,0,0,0,0,0,0
"Heflin","Webster Parish","Louisiana",234,244,245,253,279,314,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henderson","St. Martin Parish","Louisiana",1722,1674,1531,1543,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hessmer","Avoyelles Parish","Louisiana",781,802,642,578,743,454,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hodge","Jackson Parish","Louisiana",457,470,492,562,708,818,878,1386,1445,1367,0,0,0,0,0,0,0,0,0,0,0,0
"Homer","Claiborne Parish","Louisiana",3036,3237,3788,4152,4307,4483,4665,4749,3497,2909,3305,1855,1157,1132,718,80,1451,418,0,0,0,0
"Hornbeck","Vernon Parish","Louisiana",477,480,435,427,470,525,374,524,481,491,350,459,0,0,0,0,0,0,0,0,0,0
"Hosston","Caddo Parish","Louisiana",311,318,387,417,480,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Houma","Terrebonne Parish","Louisiana",34124,33727,32393,30495,32602,30922,22561,11505,9052,6531,5160,5024,3212,1280,1084,593,429,0,0,0,0,0
"Ida","Caddo Parish","Louisiana",217,221,258,250,306,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Independence","Tangipahoa Parish","Louisiana",1687,1665,1724,1632,1684,1770,1941,1606,1498,1700,1032,1004,0,0,68,0,0,0,0,0,0,0
"Iota","Acadia Parish","Louisiana",1485,1500,1376,1256,1326,1271,1245,1162,1000,827,802,769,0,0,0,0,0,0,0,0,0,0
"Iowa","Calcasieu Parish","Louisiana",3174,2996,2663,2588,2437,1944,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jackson","East Feliciana Parish","Louisiana",3800,3842,4130,3891,3878,4697,1824,1144,940,3966,2320,2146,2012,1276,880,934,0,0,932,0,0,0
"Jamestown","Bienville Parish","Louisiana",134,139,149,148,131,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jean Lafitte","Jefferson Parish","Louisiana",1956,1903,2137,1469,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeanerette","Iberia Parish","Louisiana",5530,5530,5997,6205,6511,6322,5568,4692,3362,2228,2512,2206,1905,1309,698,0,0,0,0,0,0,0
"Jena","La Salle Parish","Louisiana",3387,3398,2971,2626,4375,2431,209,1438,946,1007,620,689,0,0,0,0,0,0,0,0,0,0
"Jennings","Jefferson Davis Parish","Louisiana",10183,10383,10986,11305,12401,11783,11887,9663,7343,4036,3824,3925,1539,412,0,0,0,0,0,0,0,0
"Jonesboro","Jackson Parish","Louisiana",4623,4704,3914,4305,5061,5072,3848,3097,2639,1949,837,1134,0,0,0,0,0,0,0,0,0,0
"Jonesville","Catahoula Parish","Louisiana",2187,2265,2469,2720,2828,2761,2347,1954,2080,1123,1029,287,0,172,90,0,0,0,0,0,0,0
"Junction City","Claiborne/Union Parish","Louisiana",570,582,652,749,727,733,639,514,355,388,322,396,389,0,0,0,0,0,0,0,0,0
"Kaplan","Vermilion Parish","Louisiana",4609,4600,5177,4535,5016,5540,5267,4562,2838,1653,876,315,0,0,0,0,0,0,0,0,0,0
"Keachi","De Soto Parish","Louisiana",294,295,323,277,342,328,345,0,0,0,0,0,0,326,316,0,0,0,0,0,0,0
"Kenner","Jefferson Parish","Louisiana",67064,66702,70517,72033,66382,29858,17037,5535,2375,2440,1882,0,1253,953,970,0,0,0,0,0,0,0
"Kentwood","Tangipahoa Parish","Louisiana",2310,2198,2205,2468,2667,2736,2607,2417,1854,1726,3059,3609,1313,0,0,0,0,0,0,0,0,0
"Kilbourne","West Carroll Parish","Louisiana",410,416,436,409,286,370,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Killian","Livingston Parish","Louisiana",1290,1206,1053,721,611,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kinder","Allen Parish","Louisiana",2451,2477,2148,2246,2603,2307,2299,2003,1416,962,1148,635,0,0,0,0,0,0,0,0,0,0
"Krotz Springs","St. Landry Parish","Louisiana",1205,1198,1219,1285,1374,1435,1057,866,630,449,247,0,0,0,0,0,0,0,0,0,0,0
"Lafayette","Lafayette Parish","Louisiana",126066,120623,110257,94440,80584,68908,40400,33541,19210,14635,7855,6392,3314,2106,815,777,498,0,0,0,0,0
"Lake Arthur","Jefferson Davis Parish","Louisiana",2746,2738,3007,3194,3615,3551,3541,2849,2131,1602,1882,1093,0,0,0,0,0,0,0,0,0,0
"Lake Charles","Calcasieu Parish","Louisiana",74889,71993,71757,70580,75226,77998,63392,41272,21207,15791,13088,11449,6680,3442,838,0,0,0,0,0,0,0
"Lake Providence","East Carroll Parish","Louisiana",3821,3991,5104,5380,6361,6183,5781,4123,3711,2867,1917,1568,1256,642,0,320,582,0,0,0,0,0
"Lecompte","Rapides Parish","Louisiana",1199,1227,1366,1592,1661,1518,1485,1443,1311,1247,1034,1058,0,0,0,0,0,0,0,0,0,0
"Leesville","Vernon Parish","Louisiana",6528,6612,6753,7638,9054,8928,46894,670,2829,3291,2518,2043,1148,0,0,0,0,0,0,0,0,0
"Leonville","St. Landry Parish","Louisiana",1098,1084,1007,825,1143,512,526,514,451,408,326,0,0,0,0,0,0,0,0,0,0,0
"Lillie","Union Parish","Louisiana",116,118,139,145,172,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lisbon","Claiborne Parish","Louisiana",175,185,162,160,138,151,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Livingston","Livingston Parish","Louisiana",1905,1769,1342,999,1260,1398,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Livonia","Pointe Coupee Parish","Louisiana",1419,1442,1339,970,980,611,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lockport","Lafourche Parish","Louisiana",2550,2578,2624,2503,2424,2398,2221,1388,877,866,803,669,401,0,171,0,0,0,0,0,0,0
"Logansport","De Soto Parish","Louisiana",1573,1555,1630,1390,1565,1330,1371,1270,1222,1040,632,420,688,281,0,0,0,0,0,0,0,0
"Longstreet","De Soto Parish","Louisiana",158,157,163,189,281,182,283,224,263,308,146,0,0,0,0,0,0,0,0,0,0,0
"Loreauville","Iberia Parish","Louisiana",895,887,938,860,860,728,655,478,490,441,439,291,0,0,0,0,0,0,0,0,0,0
"Lucky","Bienville Parish","Louisiana",263,272,355,342,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lutcher","St. James Parish","Louisiana",3401,3559,3735,3907,4730,3911,3274,2198,2167,1481,1700,0,0,0,0,0,0,0,0,0,0,0
"Madisonville","St. Tammany Parish","Louisiana",803,748,677,659,799,801,860,861,915,837,1103,1028,779,574,441,398,0,0,0,0,0,0
"Mamou","Evangeline Parish","Louisiana",3186,3242,3566,3483,3194,3275,2928,2254,1379,800,649,0,0,0,0,0,0,0,0,0,0,0
"Mandeville","St. Tammany Parish","Louisiana",12236,11560,10489,7083,6076,2571,1740,1368,1326,1069,1130,1166,1029,1012,753,541,0,0,0,0,0,0
"Mangham","Richland Parish","Louisiana",656,672,595,598,867,544,521,554,572,714,462,470,0,0,0,0,0,0,0,0,0,0
"Mansfield","De Soto Parish","Louisiana",5006,5001,5582,5389,6485,6432,5839,4440,4065,3837,2564,1799,847,908,770,813,0,0,0,0,0,0
"Mansura","Avoyelles Parish","Louisiana",1386,1419,1573,1601,2074,1699,1579,1439,1138,1057,829,695,408,144,0,0,0,0,0,0,0,0
"Many","Sabine Parish","Louisiana",2797,2853,2889,3112,3988,3112,3164,1681,1474,1239,668,683,354,133,143,0,0,0,0,0,0,0
"Maringouin","Iberville Parish","Louisiana",1077,1098,1262,1149,1291,1365,1168,898,708,518,399,447,0,0,0,0,0,0,0,0,0,0
"Marion","Union Parish","Louisiana",757,765,806,775,989,796,685,685,481,444,371,226,0,0,0,0,0,0,0,0,0,0
"Marksville","Avoyelles Parish","Louisiana",5553,5702,5537,5526,5113,4519,4257,3635,1811,1527,1185,1076,837,540,553,437,0,0,0,0,0,0
"Martin","Red River Parish","Louisiana",568,594,625,545,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maurice","Vermilion Parish","Louisiana",1170,964,642,432,478,476,411,335,420,330,0,0,0,0,0,0,0,0,0,0,0,0
"McNary","Rapides Parish","Louisiana",205,211,211,248,240,220,0,0,151,211,1318,0,0,0,0,0,0,0,0,0,0,0
"Melville","St. Landry Parish","Louisiana",1047,1041,1376,1562,1764,1987,1939,1901,1828,1541,958,1093,517,361,0,0,0,0,0,0,0,0
"Mer Rouge","Morehouse Parish","Louisiana",597,628,721,586,802,819,853,784,713,669,656,536,465,0,0,0,0,0,0,0,0,0
"Mermentau","Acadia Parish","Louisiana",656,661,721,760,771,716,334,636,571,394,364,323,0,0,0,0,0,0,0,0,0,0
"Merryville","Beauregard Parish","Louisiana",1109,1103,1126,1235,1286,1286,1232,1383,1216,2626,2963,0,0,0,0,0,0,0,0,0,0,0
"Minden","Webster Parish","Louisiana",12808,13082,13027,13661,15084,13996,12785,9787,6677,5623,6105,3002,1561,1298,1113,1100,1144,533,0,0,0,0
"Monroe","Ouachita Parish","Louisiana",49601,48815,53107,54909,57597,56374,52219,38572,28309,26028,12675,10209,5428,3256,2070,1949,0,435,0,0,0,0
"Montgomery","Grant Parish","Louisiana",723,730,787,645,843,923,866,695,495,383,224,174,158,144,0,160,0,0,0,0,0,0
"Montpelier","St. Helena Parish","Louisiana",252,266,214,247,219,211,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mooringsport","Caddo Parish","Louisiana",789,793,833,873,911,830,864,709,748,802,992,0,0,0,0,0,0,0,0,0,0,0
"Moreauville","Avoyelles Parish","Louisiana",906,929,922,919,853,807,815,835,815,600,867,728,0,0,0,0,0,0,0,0,0,0
"Morgan City","St. Mary Parish","Louisiana",11943,12404,12703,14531,16114,16586,13540,9759,6969,5985,5429,5477,2332,2291,2015,0,0,0,0,0,0,0
"Morganza","Pointe Coupee Parish","Louisiana",598,610,659,759,846,836,937,817,744,608,332,296,0,0,0,0,0,0,0,0,0,0
"Morse","Acadia Parish","Louisiana",806,812,759,782,835,759,682,679,742,549,482,237,0,0,0,0,0,0,0,0,0,0
"Mound","Madison Parish","Louisiana",18,19,12,16,40,78,107,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0
